iata,icao,name,city,state,country,latitude,longitude,elevation_ft,timezone
SZY,EPSY,Olsztyn-Mazury Airport,Szymany,Warmia-Mazury,PL,53.481944,20.937778,464,Europe/Warsaw
SZZ,EPSC,Szczecin-Goleniow Solidarnosc Airport,Goleniow,West-Pomerania,PL,53.584702,14.902200,154,Europe/Warsaw
TAB,TTCP,Tobago-Crown Point Airport,Scarborough,Tobago,TT,11.149700,-60.832199,38,America/Port_of_Spain
TAC,RPVA,Daniel Z. Romualdez Airport,Tacloban City,Eastern-Visayas,PH,11.227600,125.028000,10,Asia/Manila
TAE,RKTN,Daegu Airport,Daegu,Daegu,KR,35.894100,128.658997,116,Asia/Seoul
TAG,RPVT,Tagbilaran Airport,Tagbilaran City,Central-Visayas,PH,9.664080,123.852997,38,Asia/Manila
TAH,NVVW,Tanna Airport,,Tafea,VU,-19.455099,169.223999,19,Pacific/Efate
TAK,RJOT,Takamatsu Airport,Takamatsu,Kagawa,JP,34.214199,134.016006,607,Asia/Tokyo
TAL,PATA,Ralph M Calhoun Memorial Airport,Tanana,Alaska,US,65.174400,-152.108994,236,America/Anchorage
TAM,MMTM,General Francisco Javier Mina International Airport,Tampico,Tamaulipas,MX,22.296400,-97.865898,80,America/Monterrey
TAO,ZSQD,Liuting Airport,Qingdao,Shandong,CN,36.266102,120.374001,33,Asia/Shanghai
TAP,MMTP,Tapachula International Airport,Tapachula,Chiapas,MX,14.794300,-92.370003,97,America/Mexico_City
TAS,UTTT,Tashkent International Airport,Tashkent,Toshkent-Shahri,UZ,41.257900,69.281197,1417,Asia/Tashkent
TAT,LZTT,Poprad-Tatry Airport,Poprad,Presovsky,SK,49.073601,20.241100,2356,Europe/Bratislava
TAY,EETU,Tartu Airport,Tartu,Tartu,EE,58.307499,26.690399,219,Europe/Tallinn
TAZ,UTAT,Dashoguz Airport,Dashoguz,Daşoguz,TM,41.761101,59.826698,272,Asia/Ashgabat
TBB,VVTH,Dong Tac Airport,Tuy Hoa,Vinh-Long,VN,13.049600,109.334000,20,Asia/Ho_Chi_Minh
TBG,AYTB,Tabubil Airport,Tabubil,Western Province,PG,-5.278610,141.225998,1570,Pacific/Port_Moresby
TBH,RPVU,Romblon Airport,Romblon,Mimaropa,PH,12.311000,122.084999,10,Asia/Manila
TBN,KTBN,Waynesville-St. Robert Regional Forney field,Fort Leonard Wood,Missouri,US,37.741600,-92.140701,1159,America/Chicago
TBO,HTTB,Tabora Airport,Tabora,Tabora,TZ,-5.076390,32.833302,3868,Africa/Dar_es_Salaam
TBP,SPME,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Tumbes,PE,-3.552530,-80.381401,115,America/Lima
TBS,UGTB,Tbilisi International Airport,Tbilisi,,GE,41.669201,44.954700,1624,Asia/Tbilisi
TBT,SBTT,Tabatinga Airport,Tabatinga,Amazonas,BR,-4.255670,-69.935799,279,America/Bogota
TBU,NFTF,Fua'amotu International Airport,Nuku'alofa,Tongatapu,TO,-21.241199,-175.149994,126,Pacific/Tongatapu
TBW,UUOT,Donskoye Airport,Tambov,Tambov,RU,52.806099,41.482800,413,Europe/Moscow
TBZ,OITT,Tabriz International Airport,Tabriz,East-Azerbaijan,IR,38.133900,46.235001,4459,Asia/Tehran
TCA,YTNK,Tennant Creek Airport,Tennant Creek,Northern-Territory,AU,-19.634399,134.182999,1236,Australia/Darwin
TCG,ZWTC,Tacheng Airport,Tacheng,Xinjiang,CN,46.672501,83.340797,0,Asia/Shanghai
TCO,SKCO,La Florida Airport,Tumaco,Narino,CO,1.814420,-78.749200,8,America/Bogota
TCQ,SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Tacna,PE,-18.053301,-70.275803,1538,America/Lima
TCR,VOTK,Tuticorin Airport,Thoothukkudi,Tamil-Nadu,IN,8.724167,78.025833,129,Asia/Kolkata
TCZ,ZUTC,Tengchong Tuofeng Airport,Tengchong,Yunnan,CN,24.938056,98.485833,6250,Asia/Shanghai
TDD,SLTR,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,El-Beni,BO,-14.818700,-64.917999,509,America/La_Paz
TDK,UAAT,Taldykorgan Airport,Taldy Kurgan,Almaty-Oblysy,KZ,45.126202,78.446999,1925,Asia/Almaty
TDX,VTBO,Trat Airport,,Trat,TH,12.274600,102.319000,105,Asia/Bangkok
TEC,SBTL,Telemaco Borba Airport,Telemaco Borba,Parana,BR,-24.317801,-50.651600,2610,America/Sao_Paulo
TEE,DABS,Cheikh Larbi Tebessi Airport,Tebessi,Tebessa,DZ,35.431599,8.120720,2661,Africa/Algiers
TEI,VETJ,Tezu Airport,Tezu,Arunachal-Pradesh,IN,27.941200,96.134399,800,Asia/Kolkata
TEN,ZUTR,Tongren Fenghuang Airport,,Hunan,CN,27.883333,109.308889,0,Asia/Shanghai
TEQ,LTBU,Tekirdag Corlu Airport,Corlu,Tekirdag,TR,41.138199,27.919100,574,Europe/Istanbul
TER,LPLA,Lajes Field,Lajes,Azores,PT,38.761799,-27.090799,180,Atlantic/Azores
TET,FQTT,Chingozi Airport,Tete,Tete,MZ,-16.104799,33.640202,525,Africa/Maputo
TEX,KTEX,Telluride Regional Airport,Telluride,Colorado,US,37.953800,-107.907997,9070,America/Denver
TEZ,VETZ,Tezpur Airport,,Assam,IN,26.709101,92.784698,240,Asia/Kolkata
TFF,SBTF,Tefe Airport,Tefe,Amazonas,BR,-3.382940,-64.724098,188,America/Manaus
TFL,SNTO,Juscelino Kubitscheck Airport,Teofilo Otoni,Minas-Gerais,BR,-17.892300,-41.513599,1572,America/Sao_Paulo
TFN,GCXO,Tenerife Norte Airport,Tenerife Island,Canary-Islands,ES,28.482700,-16.341499,2076,Atlantic/Canary
TFS,GCTS,Tenerife South Airport,Tenerife Island,Canary-Islands,ES,28.044500,-16.572500,209,Atlantic/Canary
TFU,ZUTF,Chengdu Tianfu International Airport,Chengdu,Sichuan,CN,30.319000,104.445000,1444,Asia/Shanghai
TGC,WBGT,Tanjung Manis Airport,Tanjung Manis,Sarawak,MY,2.177840,111.202003,15,Asia/Kuching
TGD,LYPG,Podgorica Airport,Podgorica,Podgorica,ME,42.359402,19.251900,141,Europe/Podgorica
TGG,WMKN,Sultan Mahmud Airport,Kuala Terengganu,Terengganu,MY,5.382640,103.102997,21,Asia/Kuala_Lumpur
TGI,SPGM,Tingo Maria Airport,Tingo Maria,Huanuco,PE,-9.133000,-75.949997,2010,America/Lima
TGM,LRTM,Transilvania Targu Mures International Airport,Targu Mures,Mureş,RO,46.467701,24.412500,963,Europe/Bucharest
TGO,ZBTL,Tongliao Airport,Tongliao,Inner-Mongolia,CN,43.556702,122.199997,0,Asia/Shanghai
TGP,UNIP,Podkamennaya Tunguska Airport,Bor,Krasnoyarskiy,RU,61.589699,89.994003,213,Asia/Krasnoyarsk
TGR,DAUK,Touggourt Sidi Madhi Airport,Touggourt,Ouargla,DZ,33.067799,6.088670,279,Africa/Algiers
TGT,HTTG,Tanga Airport,Tanga,Tanga,TZ,-5.092360,39.071201,129,Africa/Dar_es_Salaam
TGU,MHTG,Toncontin International Airport,Tegucigalpa,Francisco-Morazan,HN,14.060900,-87.217201,3294,America/Tegucigalpa
TGZ,MMTG,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Chiapas,MX,16.563601,-93.022499,1499,America/Mexico_City
THD,VVTX,Thọ Xuân Airport,Thanh Hóa,,VN,19.901667,105.467778,59,Asia/Bangkok
THE,SBTE,Senador Petronio Portela Airport,Teresina,Piaui,BR,-5.059940,-42.823502,219,America/Fortaleza
THL,VYTL,Tachileik Airport,Tachileik,Shan,MM,20.483801,99.935402,1280,Asia/Yangon
THN,ESGT,Trollhattan-Vanersborg Airport,Trollhattan,Vaestra-Gotaland,SE,58.318100,12.345000,137,Europe/Stockholm
THQ,ZLTS,Tianshui Maijishan Airport,Tianshui,Gansu,CN,34.559399,105.860001,3590,Asia/Shanghai
THR,OIII,Mehrabad International Airport,Tehran,Tehran,IR,35.689201,51.313400,3962,Asia/Tehran
THS,VTPO,Sukhothai Airport,,Sukhothai,TH,17.238001,99.818199,179,Asia/Bangkok
THU,BGTL,Thule Air Base,Thule,Qaasuitsup,GL,76.531197,-68.703201,251,America/Thule
THX,UOTT,Turukhansk Airport,Turukhansk,Krasnoyarskiy,RU,65.797203,87.935303,128,Asia/Krasnoyarsk
TIA,LATI,Tirana International Airport Mother Teresa,Tirana,,AL,41.414700,19.720600,126,Europe/Tirane
TID,DAOB,Bou Chekif Airport,Tiaret,Tiaret,DZ,35.341099,1.463150,3245,Africa/Algiers
TIF,OETF,Taif Airport,,Makkah,SA,21.483400,40.544300,4848,Asia/Riyadh
TIH,NTGC,Tikehau Airport,,,PF,-15.119600,-148.231003,6,Pacific/Tahiti
TIJ,MMTJ,General Abelardo L. Rodriguez International Airport,Tijuana,Baja-California-Sur,MX,32.541100,-116.970001,489,America/Los_Angeles
TIM,WABP,Moses Kilangin Airport,Timika-Papua Island,Papua,ID,-4.528280,136.886993,103,Asia/Jayapura
TIN,DAOF,Tindouf Airport,Tindouf,Tindouf,DZ,27.700399,-8.167100,1453,Africa/Algiers
TIP,HLLT,Tripoli International Airport,Tripoli,,LY,32.663502,13.159000,263,Africa/Tripoli
TIR,VOTP,Tirupati Airport,Tirupati,Andhra-Pradesh,IN,13.632500,79.543297,350,Asia/Kolkata
TIU,NZTU,Timaru Airport,,Canterbury,NZ,-44.302799,171.225006,89,Pacific/Auckland
TIV,LYTV,Tivat Airport,Tivat,,ME,42.404701,18.723301,20,Europe/Podgorica
TIZ,AYTA,Tari Airport,Tari,Southern Highlands,PG,-5.845000,142.947998,5500,Pacific/Port_Moresby
TJA,SLTJ,Capitan Oriel Lea Plaza Airport,Tarija,Tarija,BO,-21.555700,-64.701302,6079,America/La_Paz
TJH,RJBT,Tajima Airport,Tajima,Hyogo,JP,35.512798,134.787003,584,Asia/Tokyo
TJK,LTAW,Tokat Airport,Tokat,Tokat,TR,40.307430,36.367409,1831,Europe/Istanbul
TJL,SBTG,Plinio Alarcom Airport,Tres Lagoas,Sao-Paulo,BR,-20.754444,-51.683889,1075,America/Campo_Grande
TJM,USTR,Roshchino International Airport,Tyumen,Tyumenskaya,RU,57.189602,65.324303,378,Asia/Yekaterinburg
TJN,NTKM,Takume Airport,Takume,,PF,-15.854700,-142.268005,7,Pacific/Tahiti
TJQ,WIOD,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan-Belitung Island,Bangka–Belitung-Islands,ID,-2.745720,107.754997,164,Asia/Jakarta
TJS,WALG,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,East-Kalimantan,ID,2.836410,117.374001,10,Asia/Makassar
TJU,UTDK,Kulob Airport,Kulyab,Khatlon,TJ,37.988098,69.805000,2293,Asia/Dushanbe
TKD,DGTK,Takoradi Airport,Sekondi-Takoradi,Western,GH,4.896060,-1.774760,21,Africa/Accra
TKF,KTRK,Truckee Tahoe Airport,Truckee,California,US,39.320000,-120.139999,5900,America/Los_Angeles
TKG,WICT,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,,ID,-5.240556,105.175556,282,Asia/Jakarta
TKJ,PATJ,Tok Airport,Tok,Alaska,US,63.303333,-143.001111,1670,America/Anchorage
TKJ,PFTO,Tok Junction Airport,Tok,Alaska,US,63.329498,-142.953995,1639,America/Anchorage
TKK,PTKK,Chuuk International Airport,Weno Island,Chuuk,FM,7.461870,151.843002,11,Pacific/Chuuk
TKN,RJKN,Tokunoshima Airport,Tokunoshima,Kagoshima,JP,27.836399,128.880997,17,Asia/Tokyo
TKP,NTGT,Takapoto Airport,,,PF,-14.709500,-145.246002,12,Pacific/Tahiti
TKQ,HTKA,Kigoma Airport,Kigoma,Kigoma,TZ,-4.886200,29.670900,2700,Africa/Dar_es_Salaam
TKS,RJOS,Tokushima Airport,Tokushima,Tokushima,JP,34.132801,134.606995,26,Asia/Tokyo
TKU,EFTU,Turku Airport,Turku,Finland-Proper,FI,60.514099,22.262800,161,Europe/Helsinki
TKV,NTGO,Tatakoto Airport,Tatakoto,Iles-Tuamotu-Gambier,PF,-17.355301,-138.445007,12,Pacific/Tahiti
TKX,NTKR,Takaroa Airport,,Iles-Tuamotu-Gambier,PF,-14.455800,-145.024994,13,Pacific/Tahiti
TLA,PATE,Teller Airport,Teller,Alaska,US,65.240402,-166.339005,294,America/Nome
TLC,MMTO,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,MX,19.337099,-99.566002,8466,America/Mexico_City
TLE,FMST,Toliara Airport,,,MG,-23.383400,43.728500,29,Indian/Antananarivo
TLH,KTLH,Tallahassee Regional Airport,Tallahassee,Florida,US,30.396500,-84.350304,81,America/New_York
TLI,WAMI,Toli Toli Airport,Toli Toli-Celebes Island,,ID,-1.029770,120.817001,40,Asia/Makassar
TLK,UECT,Talakan Airport,,Chukot,RU,59.876389,111.044444,1329,Asia/Yakutsk
TLL,EETN,Tallinn Airport,Tallinn,Harjumaa,EE,59.413300,24.832800,131,Europe/Tallinn
TLM,DAON,Zenata – Messali El Hadj Airport,Tlemcen,Tlemcen,DZ,35.016701,-1.450000,814,Africa/Algiers
TLN,LFTH,Toulon-Hyeres Airport,Toulon/Hyeres/Le Palyvestre,Provence-Alpes-Cote-d'Azur,FR,43.097301,6.146030,7,Europe/Paris
TLS,LFBO,Toulouse-Blagnac Airport,Toulouse/Blagnac,Occitanie,FR,43.629101,1.363820,499,Europe/Paris
TLU,SKTL,Tolu Airport,Tolu,Sucre,CO,9.509450,-75.585400,16,America/Bogota
TLV,LLBG,Ben Gurion International Airport,Tel Aviv,Central-District,IL,32.011398,34.886700,135,Asia/Jerusalem
TLY,UHWP,Plastun Airport,Plastun,Primorskiy,RU,44.814999,136.292007,0,Asia/Vladivostok
TMC,WADT,Tambolaka Airport,Waikabubak-Sumba Island,East-Nusa-Tenggara,ID,-9.409720,119.244003,161,Asia/Makassar
TME,SKTM,Gustavo Vargas Airport,Tame,Arauca,CO,6.451080,-71.760300,1050,America/Bogota
TMI,VNTR,Tumling Tar Airport,Tumling Tar,Eastern-Region,NP,27.315001,87.193298,1700,Asia/Kathmandu
TMJ,UTST,Termez Airport,Termez,Surxondaryo,UZ,37.286701,67.309998,1027,Asia/Samarkand
TML,DGLE,Tamale Airport,Tamale,,GH,9.557190,-0.863214,553,Africa/Accra
TMM,FMMT,Toamasina Airport,,Atsinanana,MG,-18.109501,49.392502,22,Indian/Antananarivo
TMP,EFTP,Tampere-Pirkkala Airport,Tampere / Pirkkala,Pirkanmaa,FI,61.414101,23.604401,390,Europe/Helsinki
TMR,DAAT,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Tamanrasset,DZ,22.811501,5.451080,4518,Africa/Algiers
TMS,FPST,Sao Tome International Airport,Sao Tome,Sao-Tome-Island,ST,0.378175,6.712150,33,Africa/Sao_Tome
TMT,SBTB,Trombetas Airport,Oriximina,Para,BR,-1.489600,-56.396801,287,America/Santarem
TMW,YSTW,Tamworth Airport,Tamworth,New-South-Wales,AU,-31.083900,150.847000,1334,Australia/Sydney
TMX,DAUT,Timimoun Airport,Timimoun,Adrar,DZ,29.237101,0.276033,1027,Africa/Algiers
TNA,ZSJN,Yaoqiang Airport,Jinan,Shandong,CN,36.857201,117.216003,76,Asia/Shanghai
TNC,PATC,Tin City Long Range Radar Station Airport,Tin City,Alaska,US,65.563103,-167.921997,271,America/Nome
TNE,RJFG,New Tanegashima Airport,,Kagoshima,JP,30.605101,130.990997,768,Asia/Tokyo
TNG,GMTT,Ibn Batouta Airport,Tangier,,MA,35.726898,-5.916890,62,Africa/Casablanca
TNH,ZYTN,Tonghua Sanyuanpu Airport,Tonghua,Jilin,CN,42.253889,125.703333,1200,Asia/Shanghai
TNJ,WIDN,Kijang Airport,Tanjung Pinang-Bintan Island,Riau-Islands,ID,0.922683,104.531998,52,Asia/Jakarta
TNN,RCNN,Tainan Airport,Tainan City,Taiwan,TW,22.950399,120.206001,63,Asia/Taipei
TNO,MRTM,Tamarindo De Santa Cruz Airport,Santa Cruz,Guanacaste,CR,10.313500,-85.815498,41,America/Costa_Rica
TNR,FMMI,Ivato Airport,Antananarivo,,MG,-18.796900,47.478802,4198,Indian/Antananarivo
TOB,HLGN,Gamal Abdel Nasser Airport,Tobruk,,LY,31.861000,23.907000,519,Africa/Tripoli
TOE,DTTZ,Tozeur Nefta International Airport,Tozeur,Tawzar,TN,33.939701,8.110560,287,Africa/Tunis
TOF,UNTT,Bogashevo Airport,Tomsk,Tomsk,RU,56.380299,85.208298,597,Asia/Tomsk
TOG,PATG,Togiak Airport,Togiak Village,Alaska,US,59.052799,-160.397003,21,America/Anchorage
TOH,NVSD,Torres Airstrip,Loh/Linua,Torba,VU,-13.328000,166.638000,0,Pacific/Efate
TOL,KTOL,Toledo Express Airport,Toledo,Ohio,US,41.586800,-83.807800,683,America/New_York
TOS,ENTC,Tromso Airport,Tromso,Troms,NO,69.683296,18.918900,31,Europe/Oslo
TOY,RJNT,Toyama Airport,Toyama,Toyama,JP,36.648300,137.188004,95,Asia/Tokyo
TPA,KTPA,Tampa International Airport,Tampa,Florida,US,27.975500,-82.533203,26,America/New_York
TPE,RCTP,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,25.077700,121.233002,106,Asia/Taipei
TPP,SPST,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,San-Martin,PE,-6.508740,-76.373199,869,America/Lima
TPQ,MMEP,Amado Nervo National Airport,Tepic,Nayarit,MX,21.419500,-104.843002,3020,America/Mazatlan
TPS,LICT,Trapani / Birgi Airport,Trapani,Sicily,IT,37.911400,12.488000,25,Europe/Rome
TRC,MMTC,Francisco Sarabia International Airport,Torreon,Coahuila,MX,25.568300,-103.411003,3688,America/Monterrey
TRD,ENVA,Trondheim Airport Vaernes,Trondheim,Nord-Trondelag,NO,63.457802,10.924000,56,Europe/Oslo
TRE,EGPU,Tiree Airport,Balemartine,Scotland,GB,56.499199,-6.869170,38,Europe/London
TRF,ENTO,Sandefjord Airport Torp,Torp,Vestfold,NO,59.186699,10.258600,286,Europe/Oslo
TRG,NZTG,Tauranga Airport,Tauranga,Bay-of-Plenty,NZ,-37.671902,176.195999,13,Pacific/Auckland
TRI,KTRI,Tri Cities Regional Tn Va Airport,Bristol/Johnson/Kingsport,Tennessee,US,36.475201,-82.407402,1519,America/New_York
TRK,WALR,Juwata Airport,Tarakan Island,East-Kalimantan,ID,3.326690,117.566002,20,Asia/Makassar
TRN,LIMF,Torino / Caselle International Airport,Torino,Piedmont,IT,45.200802,7.649630,989,Europe/Rome
TRR,VCCT,China Bay Airport,Trincomalee,Eastern-Province,LK,8.538510,81.181900,6,Asia/Colombo
TRS,LIPQ,Trieste / Ronchi Dei Legionari,Trieste,Friuli-Venezia-Giulia,IT,45.827499,13.472200,39,Europe/Rome
TRU,SPRU,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,La-Libertad,PE,-8.081410,-79.108803,106,America/Lima
TRV,VOTV,Trivandrum International Airport,Trivandrum,Kerala,IN,8.482120,76.920097,15,Asia/Kolkata
TRW,NGTA,Bonriki International Airport,Tarawa,Gilbert-Islands,KI,1.381640,173.147003,9,Pacific/Tarawa
TRZ,VOTR,Tiruchirapally Civil Airport Airport,Tiruchirappally,Tamil-Nadu,IN,10.765400,78.709702,288,Asia/Kolkata
TSA,RCSS,Taipei Songshan Airport,Taipei City,Taiwan,TW,25.069401,121.552002,18,Asia/Taipei
TSF,LIPH,Treviso / Sant'Angelo Airport,Treviso,Veneto,IT,45.648399,12.194400,59,Europe/Rome
TSJ,RJDT,Tsushima Airport,Tsushima,Nagasaki,JP,34.284901,129.330994,213,Asia/Tokyo
TSM,KSKX,Taos Regional Airport,Taos,New-Mexico,US,36.458199,-105.671997,7095,America/Denver
TSN,ZBTJ,Tianjin Binhai International Airport,Tianjin,Tianjin,CN,39.124401,117.346001,10,Asia/Shanghai
TSR,LRTR,Timisoara Traian Vuia Airport,Timisoara,Timiş,RO,45.809898,21.337900,348,Europe/Bucharest
TST,VTST,Trang Airport,,Trang,TH,7.508740,99.616600,67,Asia/Bangkok
TSV,YBTL,Townsville Airport,Townsville,Queensland,AU,-19.252501,146.764999,18,Australia/Brisbane
TTA,GMAT,Tan Tan Airport,Tan Tan,Guelmim-Oued-Noun,MA,28.448200,-11.161300,653,Africa/Casablanca
TTE,WAMT,Sultan Khairun Babullah Airport,Sango-Ternate Island,North-Maluku,ID,0.831414,127.380997,49,Asia/Jayapura
TTJ,RJOR,Tottori Airport,Tottori,Tottori,JP,35.530102,134.167007,65,Asia/Tokyo
TTN,KTTN,Trenton Mercer Airport,Trenton,New-Jersey,US,40.276699,-74.813499,213,America/New_York
TTQ,MRAO,Aerotortuguero Airport,Roxana,Limon,CR,10.569000,-83.514801,82,America/Costa_Rica
TTT,RCFN,Taitung Airport,Taitung City,Taiwan,TW,22.754999,121.101997,143,Asia/Taipei
TTU,GMTN,Saniat Rmel Airport,,,MA,35.594299,-5.320020,10,Africa/Casablanca
TUB,NTAT,Tubuai Airport,,Iles-Australes,PF,-23.365400,-149.524002,7,Pacific/Tahiti
TUC,SANT,Teniente Benjamin Matienzo Airport,San Miguel de Tucuman,Tucuman,AR,-26.840900,-65.104897,1493,America/Argentina/Tucuman
TUF,LFOT,Tours-Val-de-Loire Airport,Tours/Val de Loire (Loire Valley),Centre,FR,47.432201,0.727606,357,Europe/Paris
TUG,RPUT,Tuguegarao Airport,Tuguegarao City,Cagayan-Valley,PH,17.643368,121.733150,70,Asia/Manila
TUI,OETR,Turaif Domestic Airport,,Northern-Borders,SA,31.692699,38.731201,2803,Asia/Riyadh
TUK,OPTU,Turbat International Airport,Turbat,Balochistan,PK,25.986401,63.030201,498,Asia/Karachi
TUL,KTUL,Tulsa International Airport,Tulsa,Oklahoma,US,36.198399,-95.888100,677,America/Chicago
TUN,DTTA,Tunis Carthage International Airport,Tunis,Tunis,TN,36.851002,10.227200,22,Africa/Tunis
TUO,NZAP,Taupo Airport,Taupo,Auckland,NZ,-38.739700,176.084000,1335,Pacific/Auckland
TUP,KTUP,Tupelo Regional Airport,Tupelo,Mississippi,US,34.268101,-88.769897,346,America/Chicago
TUR,SBTU,Tucurui Airport,Tucurui,Para,BR,-3.786010,-49.720299,830,America/Belem
TUS,KTUS,Tucson International Airport,Tucson,Arizona,US,32.116100,-110.941002,2643,America/Phoenix
TUU,OETB,Tabuk Airport,,Tabuk,SA,28.365400,36.618900,2551,Asia/Riyadh
TVC,KTVC,Cherry Capital Airport,Traverse City,Michigan,US,44.741402,-85.582199,624,America/Detroit
TVF,KTVF,Thief River Falls Regional Airport,Thief River Falls,Minnesota,US,48.065701,-96.184998,1119,America/Chicago
TVU,NFNM,Matei Airport,Matei,Northern,FJ,-16.690599,-179.876999,60,Pacific/Fiji
TVY,VYDW,Dawei Airport,Dawei,Tanintharyi,MM,14.103900,98.203598,84,Asia/Yangon
TWF,KTWF,Joslin Field Magic Valley Regional Airport,Twin Falls,Idaho,US,42.481800,-114.487999,4154,America/Boise
TWU,WBKW,Tawau Airport,Tawau,Sabah,MY,4.320160,118.127998,57,Asia/Kuching
TXF,SNTF,Teixeira de Freitas Airport,Teixeira De Freitas,Bahia,BR,-17.524500,-39.668499,344,America/Bahia
TXK,KTXK,Texarkana Regional Webb Field,Texarkana,Arkansas,US,33.453701,-93.990997,390,America/Chicago
TXN,ZSTX,Tunxi International Airport,Huangshan,Anhui,CN,29.733299,118.255997,0,Asia/Shanghai
TYD,UHBW,Tynda Airport,Tynda,Amur,RU,55.284199,124.778999,2001,Asia/Yakutsk
TYF,ESST,Torsby Airport,,Vaermland,SE,60.157600,12.991300,393,Europe/Stockholm
TYL,SPYL,Capitan Montes Airport,,Piura,PE,-4.576640,-81.254097,282,America/Lima
TYN,ZBYN,Taiyuan Wusu Airport,Taiyuan,Shanxi,CN,37.746899,112.627998,2575,Asia/Shanghai
TYR,KTYR,Tyler Pounds Regional Airport,Tyler,Texas,US,32.354099,-95.402397,544,America/Chicago
TYS,KTYS,McGhee Tyson Airport,Knoxville,Tennessee,US,35.811001,-83.994003,981,America/New_York
TZL,LQTZ,Tuzla International Airport,Tuzla,Federation-of-B&H,BA,44.458698,18.724800,784,Europe/Sarajevo
TZX,LTCG,Trabzon International Airport,Trabzon,Trabzon,TR,40.995098,39.789700,104,Europe/Istanbul
UAH,NTMU,Ua Huka Airport,Ua Huka,Iles-Marquises,PF,-8.936110,-139.552002,160,Pacific/Marquesas
UAK,BGBW,Narsarsuaq Airport,Narsarsuaq,Kujalleq,GL,61.160500,-45.425999,112,America/Nuuk
UAP,NTMP,Ua Pou Airport,Ua Pou,Iles-Marquises,PF,-9.351670,-140.078003,16,Pacific/Marquesas
UAQ,SANU,Domingo Faustino Sarmiento Airport,San Juan,San-Juan,AR,-31.571501,-68.418198,1958,America/Argentina/San_Juan
UAS,HKSB,Samburu South Airport,Samburu South,,KE,0.530583,37.534195,3295,Africa/Nairobi
UBA,SBUR,Mario de Almeida Franco Airport,Uberaba,Minas-Gerais,BR,-19.764723,-47.966110,2655,America/Sao_Paulo
UBB,YMAA,Mabuiag Island Airport,Mabuiag Island,Queensland,AU,-9.950000,142.182999,0,Australia/Brisbane
UBJ,RJDC,Yamaguchi Ube Airport,Ube,Yamaguchi,JP,33.930000,131.279007,23,Asia/Tokyo
UBN,ZMCK,Chinggis Khaan International Airport,Ulaanbaatar,Ulaanbaatar,MN,47.651581,106.821772,4482,Asia/Ulaanbaatar
UBP,VTUU,Ubon Ratchathani Airport,Ubon Ratchathani,Changwat-Ubon-Ratchathani,TH,15.251300,104.870003,406,Asia/Bangkok
UCT,UUYH,Ukhta Airport,Ukhta,Komi,RU,63.566898,53.804699,482,Europe/Moscow
UDI,SBUL,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,Minas-Gerais,BR,-18.883612,-48.225277,3094,America/Sao_Paulo
UDR,VAUD,Maharana Pratap Airport,Udaipur,Rajasthan,IN,24.617701,73.896103,1684,Asia/Kolkata
UEL,FQQL,Quelimane Airport,Quelimane,Zambezia,MZ,-17.855499,36.869099,36,Africa/Maputo
UEO,ROKJ,Kumejima Airport,,Okinawa,JP,26.363501,126.713997,23,Asia/Tokyo
UET,OPQT,Quetta International Airport,Quetta,Balochistan,PK,30.251400,66.937798,5267,Asia/Karachi
UFA,UWUU,Ufa International Airport,Ufa,Bashkortostan,RU,54.557499,55.874401,449,Asia/Yekaterinburg
UGC,UTNU,Urgench Airport,Urgench,Xorazm,UZ,41.584301,60.641701,320,Asia/Samarkand
UIB,SKUI,El Carano Airport,Quibdo,Choco,CO,5.690760,-76.641200,204,America/Bogota
UIH,VVPC,Phu Cat Airport,Quy Nohn,Khanh-Hoa,VN,13.955000,109.042000,80,Asia/Ho_Chi_Minh
UII,MHUT,Utila Airport,Utila Island,Bay-Islands,HN,16.113100,-86.880302,29,America/Tegucigalpa
UIN,KUIN,Quincy Regional Baldwin Field,Quincy,Illinois,US,39.942699,-91.194603,768,America/Chicago
UIO,SEQM,Nuevo Aeropuerto Internacional Mariscal Sucre,Quito,Pichincha,EC,-0.129167,-78.357500,9200,America/Guayaquil
UKA,HKUK,Ukunda Airstrip,Ukunda,,KE,-4.293330,39.571098,98,Africa/Nairobi
UKB,RJBE,Kobe Airport,Kobe,Hyogo,JP,34.632801,135.223999,22,Asia/Tokyo
UKG,UEBT,Ust-Kuyga Airport,Ust-Kuyga,Chukot,RU,70.011002,135.645004,0,Asia/Vladivostok
UKK,UASK,Ust-Kamennogorsk Airport,Ust Kamenogorsk,East-Kazakhstan,KZ,50.036598,82.494202,939,Asia/Almaty
